c100099_g1	CYP51G2	37.25	102	63	1	1	102	84	184	3e-18	73.9
c100265_g1	CYP706A6	56.16	73	32	0	1	73	321	393	2e-24	90.1
c55158_g1	CYP96A11	30.77	26	18	0	26	51	484	509	1.6	20.0
c70309_g2	CYP78A9	42.86	21	12	0	41	61	513	533	1.2	22.3
c65648_g1	CYP71B38	25.93	27	19	1	30	56	228	253	2.7	19.6
c119886_g1	CYP81D7	34.29	35	23	0	123	157	331	365	0.51	24.3
c43432_g1	CYP72A15	57.63	59	25	0	17	75	367	425	3e-19	75.5
c61336_g1	CYP705A33	47.83	23	12	0	201	223	429	451	0.93	24.6
c98743_g1	CYP704A2	31.03	29	20	0	38	66	202	230	2.5	20.0
c84236_g1	CYP78A7	38.36	73	39	4	2	72	348	416	8e-07	39.7
c55798_g1	CYP81D10	39.29	28	17	0	6	33	169	196	1.3	20.0
c69153_g1	CYP76C4	46.57	496	254	6	8	494	12	505	1e-158	459
c103354_g1	CYP71A21	33.75	160	93	4	1	160	140	286	1e-23	92.0
c43705_g1	CYP705A4	38.24	34	16	2	47	75	362	395	0.47	22.7
c8273_g1	CYP75B1	61.11	54	21	0	2	55	455	508	2e-18	72.4
c71285_g1	CYP75B1	44.88	508	269	7	8	509	6	508	4e-156	454
c84490_g1	CYP724A1	37.84	37	23	0	1	37	273	309	6e-05	33.1
c64245_g1	CYP81D1	42.65	204	103	6	3	192	4	207	3e-45	152
c68154_g1	CYP707A3	71.72	435	116	3	13	447	6	433	0.0	663
c34977_g1	CYP81D2	37.93	87	54	0	45	131	290	376	6e-14	62.8
c147154_g1	CYP77A6	34.91	106	62	2	16	119	304	404	1e-11	55.5
c52343_g2	CYP734A1	72.00	125	31	4	40	164	16	136	7e-57	183
c127729_g1	CYP72C1	38.10	21	13	0	26	46	271	291	3.4	18.9
c65686_g1	CYP72A8	60.94	64	24	1	1	63	171	234	4e-24	89.0
c8022_g1	CYP78A5	65.91	88	30	0	1	88	411	498	4e-40	134
c64413_g2	CYP71A21	50.99	151	74	0	19	169	8	158	1e-52	171
c61294_g1	CYP90B1	50.00	42	20	1	1	42	472	512	3e-09	45.8
c98358_g1	CYP51G1	37.50	48	29	1	1	48	79	125	1e-07	41.2
c66072_g1	CYP73A5	64.54	392	132	3	1	391	117	502	0.0	534
c87145_g1	CYP714A2	48.89	45	22	1	1	44	175	219	4e-09	45.4
c127494_g1	CYP82F1	30.77	26	18	0	11	36	117	142	1.8	20.0
c64413_g1	CYP71A26	44.68	94	51	1	1	93	154	247	1e-23	89.7
c71893_g2	CYP706A4	62.07	145	54	1	1	145	353	496	5e-64	201
c122919_g1	CYP84A1	79.12	91	19	0	5	95	281	371	8e-46	150
c39607_g1	CYP705A13	31.03	29	20	0	38	66	210	238	1.5	21.9
c68373_g1	CYP78A9	70.56	214	62	1	1	213	320	533	1e-106	315
c129273_g1	CYP71A19	40.67	150	84	3	1	150	291	435	4e-26	97.8
c58865_g1	CYP78A6	56.20	121	46	2	18	138	209	322	2e-39	134
c137752_g1	CYP97B3	26.99	163	106	3	35	188	105	263	3e-08	47.0
c70265_g1	CYP81D8	46.44	478	233	9	38	505	31	495	2e-153	446
c62415_g1	CYP704A2	57.85	465	194	2	9	471	1	465	0.0	543
c118559_g1	CYP707A4	35.78	109	61	3	17	120	357	461	2e-14	63.9
c76192_g1	CYP96A10	29.25	106	66	3	13	112	112	214	5e-10	50.4
c55953_g1	CYP78A5	62.40	516	178	8	6	508	1	513	0.0	646
c108223_g1	CYP72A7	45.83	24	13	0	3	26	103	126	0.003	28.5
c73207_g1	CYP79B2	36.98	311	182	5	22	329	28	327	1e-72	232
c73977_g1	CYP72A15	54.62	520	226	5	3	520	1	512	0.0	582
c139783_g1	CYP706A2	32.00	50	28	3	11	57	157	203	9.7	18.1
c128491_g1	CYP81D4	43.55	62	34	1	13	73	381	442	1e-11	53.9
c154183_g1	CYP98A8	46.15	13	7	0	17	29	190	202	3.4	18.5
c109649_g1	CYP94B1	47.92	48	23	1	2	47	62	109	5e-08	42.7
c131929_g1	CYP81F1	39.76	83	43	2	2	84	286	361	5e-12	55.5
c114137_g1	CYP96A1	55.56	9	4	0	34	42	435	443	5.9	18.1
c114855_g1	CYP96A1	55.56	9	4	0	34	42	435	443	5.9	18.1
